promptID,pairID,premise,premise_binary_parse,premise_parse,hypothesis,hypothesis_binary_parse,hypothesis_parse,genre,label
144740,144740c,"They're made from a secret recipe handed down to the present-day villagers by their Mallorcan ancestors, who came here in the early 17th century as part of an official repopulation scheme.","( They ( ( 're ( made ( from ( ( a ( secret recipe ) ) ( ( ( handed down ) ( to ( the ( present-day villagers ) ) ) ) ( by ( ( ( their ( Mallorcan ancestors ) ) , ) ( who ( ( ( came here ) ( in ( the ( early ( 17th century ) ) ) ) ) ( as ( part ( of ( an ( official ( repopulation scheme ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (PRP They)) (VP (VBP 're) (VP (VBN made) (PP (IN from) (NP (NP (DT a) (JJ secret) (NN recipe)) (VP (VBN handed) (PRT (RP down)) (PP (TO to) (NP (DT the) (JJ present-day) (NNS villagers))) (PP (IN by) (NP (NP (PRP$ their) (JJ Mallorcan) (NNS ancestors)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD came) (ADVP (RB here)) (PP (IN in) (NP (DT the) (JJ early) (JJ 17th) (NN century))) (PP (IN as) (NP (NP (NN part)) (PP (IN of) (NP (DT an) (JJ official) (NN repopulation) (NN scheme))))))))))))))) (. .)))",The recipe passed down from Mallorcan ancestors is known to everyone.,( ( ( The recipe ) ( ( passed down ) ( from ( Mallorcan ancestors ) ) ) ) ( ( is ( known ( to everyone ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN recipe)) (VP (VBN passed) (PRT (RP down)) (PP (IN from) (NP (JJ Mallorcan) (NNS ancestors))))) (VP (VBZ is) (VP (VBN known) (PP (TO to) (NP (NN everyone))))) (. .))),travel,2
87912,87912n,yeah well you're a student right,( yeah ( well ( you ( 're ( a ( student right ) ) ) ) ) ),(ROOT (S (VP (VB yeah) (S (ADVP (RB well)) (NP (PRP you)) (VP (VBP 're) (NP (DT a) (NN student) (NN right))))))),Well you're a mechanics student right?,( Well ( you ( ( 're ( a ( mechanics ( student right ) ) ) ) ? ) ) ),(ROOT (S (ADVP (RB Well)) (NP (PRP you)) (VP (VBP 're) (NP (DT a) (JJ mechanics) (NN student) (NN right))) (. ?))),telephone,1
128774,128774c,it really is i heard something that their supposed to be starting a huge campaign in New York about um child abuse and stopping child abuse and it's supposed to be like it's starting there supposed to be like a big nationwide campaign and you know so hopefully that will take off and really do something i don't know there's just,( it ( ( ( really ( is ( ( i ( ( heard something ) ( that ( ( ( their ( supposed ( to ( be ( ( starting ( a ( huge campaign ) ) ) ( in ( ( New York ) ( about ( um ( ( ( child abuse ) and ) ( stopping ( child abuse ) ) ) ) ) ) ) ) ) ) ) ) and ) ( it ( 's ( supposed ( to ( be ( like ( ( ( it ( 's ( starting ( there ( supposed ( to ( be ( like ( a ( big ( nationwide campaign ) ) ) ) ) ) ) ) ) ) ) and ) ( you ( ( know so ) hopefully ) ) ) ) ) ) ) ) ) ) ) ) ) ( that ( will ( take off ) ) ) ) ) ) and ) ( really ( do ( something ( i ( ( do n't ) ( know ( there ( 's just ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (PRP it)) (VP (VP (ADVP (RB really)) (VBZ is) (NP (NP (FW i)) (VP (VBN heard) (NP (NN something)) (SBAR (IN that) (S (S (NP (PRP$ their)) (VP (VBD supposed) (S (VP (TO to) (VP (VB be) (VP (VBG starting) (NP (DT a) (JJ huge) (NN campaign)) (PP (IN in) (NP (NP (NNP New) (NNP York)) (PP (IN about) (NP (JJ um) (NX (NX (NN child) (NN abuse)) (CC and) (NX (JJ stopping) (NN child) (NN abuse))))))))))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (SBAR (IN like) (S (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG starting) (S (NP (EX there)) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (PP (IN like) (NP (DT a) (JJ big) (JJ nationwide) (NN campaign))))))))))) (CC and) (S (NP (PRP you)) (VP (VBP know) (ADVP (RB so)) (ADVP (RB hopefully))))))))))))))) (SBAR (WHNP (WDT that)) (S (VP (MD will) (VP (VB take) (PRT (RP off)))))))) (CC and) (VP (ADVP (RB really)) (VBP do) (NP (NP (NN something)) (SBAR (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (S (NP (EX there)) (VP (VBZ 's) (ADVP (RB just)))))))))))))),It's unfortunate that nobody is organizing a child abuse campaign.,( It ( ( ( 's unfortunate ) ( that ( nobody ( is ( organizing ( a ( child ( abuse campaign ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ unfortunate)) (SBAR (IN that) (S (NP (NN nobody)) (VP (VBZ is) (VP (VBG organizing) (NP (DT a) (NN child) (NN abuse) (NN campaign))))))) (. .))),telephone,2
22086,22086e,Postal Service were to reduce delivery frequency.,( ( Postal Service ) ( ( were ( to ( reduce ( delivery frequency ) ) ) ) . ) ),(ROOT (S (NP (NNP Postal) (NNP Service)) (VP (VBD were) (S (VP (TO to) (VP (VB reduce) (NP (NN delivery) (NN frequency)))))) (. .))),The postal service could deliver less frequently.,( ( The ( postal service ) ) ( ( could ( deliver ( less frequently ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ postal) (NN service)) (VP (MD could) (VP (VB deliver) (ADVP (RBR less) (RB frequently)))) (. .))),government,0
110983,110983e,"And in another shift in the economy, it was found that lamb could be raised more cost-effectively on lowland farms in part because of the richer, more nutritious grazing land available there and as a result Lakeland farms became less profitable.","( And ( ( in ( ( another shift ) ( in ( the economy ) ) ) ) ( , ( it ( ( was ( found ( ( ( that ( lamb ( could ( be ( ( raised ( ( more ( cost-effectively ( on ( ( lowland farms ) ( in ( part ( because ( of ( the ( richer ( , ( more ( nutritious ( grazing land ) ) ) ) ) ) ) ) ) ) ) ) ) ) available ) ) there ) ) ) ) ) and ) ( as ( ( a ( result ( Lakeland farms ) ) ) ( became ( less profitable ) ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (CC And) (PP (IN in) (NP (NP (DT another) (NN shift)) (PP (IN in) (NP (DT the) (NN economy))))) (, ,) (NP (PRP it)) (VP (VBD was) (VP (VBN found) (SBAR (SBAR (IN that) (S (NP (NN lamb)) (VP (MD could) (VP (VB be) (VP (VBN raised) (S (ADJP (ADJP (RBR more) (JJ cost-effectively) (PP (IN on) (NP (NP (JJ lowland) (NNS farms)) (PP (IN in) (NP (NP (NN part)) (PP (RB because) (IN of) (NP (DT the) (JJR richer) (, ,) (JJR more) (JJ nutritious) (NN grazing) (NN land)))))))) (JJ available))) (ADVP (RB there))))))) (CC and) (SBAR (IN as) (S (NP (DT a) (NN result) (NN Lakeland) (NNS farms)) (VP (VBD became) (ADJP (RBR less) (JJ profitable)))))))) (. .)))",Another shift in the economy was found to be more nutritious.,( ( ( Another shift ) ( in ( the economy ) ) ) ( ( was ( found ( to ( be ( more nutritious ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT Another) (NN shift)) (PP (IN in) (NP (DT the) (NN economy)))) (VP (VBD was) (VP (VBN found) (S (VP (TO to) (VP (VB be) (ADJP (RBR more) (JJ nutritious))))))) (. .))),travel,0
73578,73578e,The rule contains information collection requirements which will allow EPA to determine that detergent additives which are effective in controlling deposits are used and that emission control goals are realized.,( ( The rule ) ( ( contains ( ( information ( collection requirements ) ) ( which ( will ( allow ( EPA ( to ( determine ( ( ( that ( ( ( detergent additives ) ( which ( are ( effective ( in ( controlling deposits ) ) ) ) ) ) ( are used ) ) ) and ) ( that ( ( emission ( control goals ) ) ( are realized ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN rule)) (VP (VBZ contains) (NP (NP (NN information) (NN collection) (NNS requirements)) (SBAR (WHNP (WDT which)) (S (VP (MD will) (VP (VB allow) (S (NP (NNP EPA)) (VP (TO to) (VP (VB determine) (SBAR (SBAR (IN that) (S (NP (NP (NN detergent) (NNS additives)) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (ADJP (JJ effective) (PP (IN in) (NP (VBG controlling) (NNS deposits)))))))) (VP (VBP are) (VP (VBN used))))) (CC and) (SBAR (IN that) (S (NP (NN emission) (NN control) (NNS goals)) (VP (VBP are) (VP (VBN realized))))))))))))))) (. .))),The rule has data collection requirements which aid the EPA to realize their emission control goals.,( ( The rule ) ( ( has ( ( data ( collection requirements ) ) ( which ( aid ( ( the EPA ) ( to ( realize ( their ( emission ( control goals ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN rule)) (VP (VBZ has) (NP (NP (NN data) (NN collection) (NNS requirements)) (SBAR (WHNP (WDT which)) (S (VP (VB aid) (S (NP (DT the) (NNP EPA)) (VP (TO to) (VP (VB realize) (NP (PRP$ their) (NN emission) (NN control) (NNS goals)))))))))) (. .))),government,0
78335,78335c,"Almost every hill has to the northeast there's a Moorish fort; no fewer than four ruined fortresses guard the harbour entrance; and two more, still in good repair the Atalaya and Galeras castles protect the sea-front arsenal, of vital importance to Spain's military.","( ( ( ( ( Almost ( every hill ) ) ( ( has ( to ( the northeast ) ) ) ( there ( 's ( a ( Moorish fort ) ) ) ) ) ) ; ) ( ( ( no ( fewer ( ( than four ) ruined ) ) ) fortresses ) ( guard ( ( ( ( ( ( the ( harbour entrance ) ) ; ) and ) ( ( two ( more ( , ( still ( in ( good repair ) ) ) ) ) ) ( ( the ( Atalaya ( and ( Galeras castles ) ) ) ) ( protect ( the ( sea-front arsenal ) ) ) ) ) ) , ) ( of ( ( vital importance ) ( to ( ( Spain 's ) military ) ) ) ) ) ) ) ) . )","(ROOT (S (S (NP (RB Almost) (DT every) (NN hill)) (VP (VBZ has) (PP (TO to) (NP (DT the) (NN northeast))) (VP (ADVP (RB there)) (VBZ 's) (NP (DT a) (NNP Moorish) (NN fort))))) (: ;) (S (NP (QP (DT no) (JJR fewer) (IN than) (CD four) (CD ruined)) (NNS fortresses)) (VP (VBP guard) (NP (NP (DT the) (NN harbour) (NN entrance)) (: ;) (CC and) (SBAR (WHNP (WHNP (CD two)) (PP (ADVP (RBR more)) (, ,) (ADVP (RB still)) (IN in) (NP (JJ good) (NN repair)))) (S (NP (DT the) (NNP Atalaya) (CC and) (NNP Galeras) (NNS castles)) (VP (VB protect) (NP (DT the) (JJ sea-front) (NN arsenal))))) (, ,) (PP (IN of) (NP (NP (JJ vital) (NN importance)) (PP (TO to) (NP (NP (NNP Spain) (POS 's)) (NN military)))))))) (. .)))",There are no castles Atalaya and Galeras.,( There ( ( ( are ( no castles ) ) ( ( Atalaya and ) Galeras ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (DT no) (NNS castles)) (NP (NNP Atalaya) (CC and) (NNP Galeras))) (. .))),travel,2
12090,12090n,Were they in there?,( ( ( Were they ) ( in there ) ) ? ),(ROOT (SQ (VBD Were) (NP (PRP they)) (PP (IN in) (NP (RB there))) (. ?))),Were they supposed to be in there?,( ( ( Were they ) ( supposed ( to ( be ( in there ) ) ) ) ) ? ),(ROOT (SQ (VBD Were) (NP (PRP they)) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (RB there))))))) (. ?))),slate,1
103614,103614c,"Felicia's Journey takes place behind the eyes of its central  a young Irish girl, Felicia, who crosses the sea to England in a hopeful quest to find the father of her unborn child; and the fat, middle-aged catering manager, Hiditch, who takes a paternal interest in the lass when it becomes clear that her young man has caddishly given her the slip.","( ( ( Felicia 's ) Journey ) ( ( takes ( ( ( ( ( ( ( place ( behind ( ( the eyes ) ( of ( its central ) ) ) ) ) ( a ( young ( Irish girl ) ) ) ) , ) ( ( Felicia , ) ( who ( ( ( crosses ( the sea ) ) ( to ( England ( in ( a ( hopeful quest ) ) ) ) ) ) ( to ( find ( ( the father ) ( of ( her ( unborn child ) ) ) ) ) ) ) ) ) ) ; ) and ) ( ( ( ( ( the ( fat ( , ( middle-aged ( catering manager ) ) ) ) ) , ) Hiditch ) , ) ( who ( takes ( ( a ( paternal interest ) ) ( in ( ( the lass ) ( when ( it ( ( becomes clear ) ( that ( ( her ( young man ) ) ( ( has caddishly ) ( ( given her ) ( the slip ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (NNP Felicia) (POS 's)) (NN Journey)) (VP (VBZ takes) (NP (NP (NP (NP (NN place)) (PP (IN behind) (NP (NP (DT the) (NNS eyes)) (PP (IN of) (NP (PRP$ its) (JJ central)))))) (NP (DT a) (JJ young) (JJ Irish) (NN girl))) (, ,) (NP (NP (NNP Felicia)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBZ crosses) (NP (DT the) (NN sea)) (PP (TO to) (NP (NP (NNP England)) (PP (IN in) (NP (DT a) (NN hopeful) (NN quest))))) (S (VP (TO to) (VP (VB find) (NP (NP (DT the) (NN father)) (PP (IN of) (NP (PRP$ her) (JJ unborn) (NN child))))))))))) (: ;) (CC and) (NP (NP (DT the) (JJ fat) (, ,) (JJ middle-aged) (JJ catering) (NN manager)) (, ,) (NP (NNP Hiditch)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBZ takes) (NP (NP (DT a) (JJ paternal) (NN interest)) (PP (IN in) (NP (NP (DT the) (NNS lass)) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ becomes) (ADJP (JJ clear)) (SBAR (IN that) (S (NP (PRP$ her) (JJ young) (NN man)) (VP (VBZ has) (ADVP (RB caddishly)) (VP (VBN given) (NP (PRP her)) (NP (DT the) (NN slip)))))))))))))))))) (. .)))",The woman did not care where the man was as long as it was far.,( ( The woman ) ( ( ( did not ) ( care ( where ( ( the man ) ( ( was ( as long ) ) ( as ( it ( was far ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBD did) (RB not) (VP (VB care) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (NN man)) (VP (VBD was) (ADJP (RB as) (JJ long)) (SBAR (IN as) (S (NP (PRP it)) (VP (VBD was) (ADVP (RB far)))))))))) (. .))),slate,2
37604,37604e,"In the crypt are interred the remains of Voltaire and Rousseau, Hugo and Zola, assassinated Socialist leader Jean Jaurys, and Louis Braille, the inventor of the alphabet for the blind.","( ( ( In ( the crypt ) ) ( are ( interred ( ( the remains ) ( of ( Voltaire ( and ( Rousseau ( , ( ( Hugo and ) Zola ) ) ) ) ) ) ) ) ) ) ( , ( ( ( assassinated ( Socialist leader ) ) ( ( ( Jean ( Jaurys ( , ( and ( Louis Braille ) ) ) ) ) , ) ( ( the inventor ) ( of ( ( the alphabet ) ( for ( the blind ) ) ) ) ) ) ) . ) ) )","(ROOT (SINV (FRAG (S (PP (IN In) (NP (DT the) (NN crypt))) (VP (VBP are) (VP (VBN interred) (NP (NP (DT the) (NNS remains)) (PP (IN of) (NP (NNP Voltaire) (CC and) (NNP Rousseau) (, ,) (NNP Hugo) (CC and) (NNP Zola)))))))) (, ,) (VP (VBD assassinated) (NP (JJ Socialist) (NN leader))) (NP (NP (NNP Jean) (NNPS Jaurys) (, ,) (CC and) (NNP Louis) (NNP Braille)) (, ,) (NP (NP (DT the) (NN inventor)) (PP (IN of) (NP (NP (DT the) (NN alphabet)) (PP (IN for) (NP (DT the) (JJ blind))))))) (. .)))","The remains of Voltaire and Rousseau, Hugo and Zola, assassinated Socialist leader Jean Jaurys, and Louis Braille are all interred in the crypt.","( ( ( ( ( ( ( ( ( ( The remains ) ( of ( ( Voltaire and ) Rousseau ) ) ) , ) ( ( Hugo and ) Zola ) ) , ) ( assassinated ( Socialist ( leader ( Jean Jaurys ) ) ) ) ) , ) and ) ( ( Louis Braille ) ( ( are all ) ( interred ( in ( the crypt ) ) ) ) ) ) . )","(ROOT (S (S (NP (NP (NP (DT The) (NNS remains)) (PP (IN of) (NP (NNP Voltaire) (CC and) (NNP Rousseau)))) (, ,) (NP (NNP Hugo) (CC and) (NNP Zola)) (, ,)) (VP (VBD assassinated) (NP (JJ Socialist) (NN leader) (NNP Jean) (NNP Jaurys)))) (, ,) (CC and) (S (NP (NNP Louis) (NNP Braille)) (VP (VBP are) (RB all) (VP (VBN interred) (PP (IN in) (NP (DT the) (NN crypt)))))) (. .)))",travel,0
28378,28378e,there's a uh a couple called um oh i'm going to forgot his name now uh Dirkson,( ( there ( 's ( ( a uh ) ( ( a couple ) ( called ( ( um oh ) i ) ) ) ) ) ) ( ( 'm ( going ( to ( ( forgot ( his name ) ) now ) ) ) ) ( uh Dirkson ) ) ),(ROOT (SINV (S (NP (EX there)) (VP (VBZ 's) (NP (NP (DT a) (NN uh)) (SBAR (S (NP (DT a) (NN couple)) (VP (VBD called) (NP (NN um) (FW oh) (FW i)))))))) (VP (VBP 'm) (VP (VBG going) (S (VP (TO to) (VP (VB forgot) (NP (PRP$ his) (NN name)) (ADVP (RB now))))))) (NP (NNP uh) (NNP Dirkson)))),I can't remember their name,( I ( ( ca n't ) ( remember ( their name ) ) ) ),(ROOT (S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB remember) (NP (PRP$ their) (NN name)))))),telephone,0
76592,76592c,"Poirot, I exclaimed, with relief, and seizing him by both hands, I dragged him into the room. ","( Poirot ( , ( ( ( ( ( I ( ( exclaimed , ) ( with relief ) ) ) , ) and ) ( ( ( seizing him ) ( by ( both hands ) ) ) ( , ( I ( ( dragged him ) ( into ( the room ) ) ) ) ) ) ) . ) ) )","(ROOT (S (ADVP (RB Poirot)) (, ,) (S (NP (PRP I)) (VP (VBD exclaimed) (, ,) (PP (IN with) (NP (NN relief))))) (, ,) (CC and) (S (S (VP (VBG seizing) (NP (PRP him)) (PP (IN by) (NP (DT both) (NNS hands))))) (, ,) (NP (PRP I)) (VP (VBD dragged) (NP (PRP him)) (PP (IN into) (NP (DT the) (NN room))))) (. .)))",Poirot was now back and I was sorry that he would take over what I now considered my own investigation. ,( ( ( ( Poirot ( ( was now ) back ) ) and ) ( I ( ( was sorry ) ( that ( he ( would ( ( take over ) ( what ( I ( now ( considered ( my ( own investigation ) ) ) ) ) ) ) ) ) ) ) ) ) . ),(ROOT (S (S (NP (NNP Poirot)) (VP (VBD was) (ADVP (RB now)) (ADVP (RB back)))) (CC and) (S (NP (PRP I)) (VP (VBD was) (ADJP (JJ sorry)) (SBAR (IN that) (S (NP (PRP he)) (VP (MD would) (VP (VB take) (PRT (RP over)) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (ADVP (RB now)) (VP (VBD considered) (NP (PRP$ my) (JJ own) (NN investigation))))))))))) (. .))),fiction,2
75968,75968c,"The word aswan actually means trade or market in ancient Egyptian, signifying its most pre-eminent activity.","( ( The ( word aswan ) ) ( actually ( ( ( ( means ( ( ( trade or ) market ) ( in ( ancient Egyptian ) ) ) ) , ) ( signifying ( its ( most ( pre-eminent activity ) ) ) ) ) . ) ) )","(ROOT (S (NP (DT The) (NN word) (NN aswan)) (ADVP (RB actually)) (VP (VBZ means) (NP (NP (NN trade) (CC or) (NN market)) (PP (IN in) (NP (JJ ancient) (NNP Egyptian)))) (, ,) (S (VP (VBG signifying) (NP (PRP$ its) (JJS most) (JJ pre-eminent) (NN activity))))) (. .)))",Aswan's meaning has not changed over time.,( ( ( Aswan 's ) meaning ) ( ( ( has not ) ( changed ( over time ) ) ) . ) ),(ROOT (S (NP (NP (NNP Aswan) (POS 's)) (NN meaning)) (VP (VBZ has) (RB not) (VP (VBN changed) (PP (IN over) (NP (NN time))))) (. .))),travel,2
102025,102025c,well what the market can bear and,( well ( what ( ( the market ) ( can ( bear and ) ) ) ) ),(ROOT (FRAG (ADVP (RB well)) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN market)) (VP (MD can) (VP (VB bear) (NP (NNP and)))))))),THe market can't bear any of it.,( ( THe market ) ( ( ( ca n't ) ( bear ( any ( of it ) ) ) ) . ) ),(ROOT (S (NP (NNP THe) (NN market)) (VP (MD ca) (RB n't) (VP (VB bear) (NP (NP (DT any)) (PP (IN of) (NP (PRP it)))))) (. .))),telephone,2
69555,69555e,"And to show just how fast Japan's new rulers were catching on, two punitive expeditions were launched against Korea and China in the grand manner of 19th-century gunboat diplomacy.","( And ( ( to ( show ( ( just ( how fast ) ) ( ( ( Japan 's ) ( new rulers ) ) ( were ( catching on ) ) ) ) ) ) ( , ( ( two ( punitive expeditions ) ) ( ( were ( ( launched ( against ( ( Korea and ) China ) ) ) ( in ( ( the ( grand manner ) ) ( of ( 19th-century ( gunboat diplomacy ) ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (CC And) (S (VP (TO to) (VP (VB show) (SBAR (WHADJP (RB just) (WRB how) (JJ fast)) (S (NP (NP (NNP Japan) (POS 's)) (JJ new) (NNS rulers)) (VP (VBD were) (VP (VBG catching) (PRT (RP on))))))))) (, ,) (NP (CD two) (JJ punitive) (NNS expeditions)) (VP (VBD were) (VP (VBN launched) (PP (IN against) (NP (NNP Korea) (CC and) (NNP China))) (PP (IN in) (NP (NP (DT the) (JJ grand) (NN manner)) (PP (IN of) (NP (JJ 19th-century) (NN gunboat) (NN diplomacy))))))) (. .)))",Japan's new rulers were catching on quickly.,( ( ( Japan 's ) ( new rulers ) ) ( ( were ( ( catching on ) quickly ) ) . ) ),(ROOT (S (NP (NP (NNP Japan) (POS 's)) (JJ new) (NNS rulers)) (VP (VBD were) (VP (VBG catching) (PRT (RP on)) (ADVP (RB quickly)))) (. .))),travel,0
12538,12538n,"When the trust fund begins running cash deficits in 2016, the government as a whole must come up with the cash to finance Social Security's cash deficit by reducing any projected non-Social Security surpluses, borrowing from the public, raising other taxes, or reducing other government spending.","( ( When ( ( the ( trust fund ) ) ( begins ( ( running ( cash deficits ) ) ( in 2016 ) ) ) ) ) ( , ( ( ( the government ) ( as ( a whole ) ) ) ( ( must ( ( come up ) ( with ( the ( cash ( to ( ( finance ( ( Social ( Security 's ) ) ( cash deficit ) ) ) ( by ( ( ( ( ( ( ( ( reducing ( any ( projected ( non-Social ( Security surpluses ) ) ) ) ) , ) ( borrowing ( from ( the public ) ) ) ) , ) ( raising ( other taxes ) ) ) , ) or ) ( reducing ( other ( government spending ) ) ) ) ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (DT the) (NN trust) (NN fund)) (VP (VBZ begins) (S (VP (VBG running) (NP (NN cash) (NNS deficits)) (PP (IN in) (NP (CD 2016)))))))) (, ,) (NP (NP (DT the) (NN government)) (PP (IN as) (NP (DT a) (NN whole)))) (VP (MD must) (VP (VB come) (PRT (RP up)) (PP (IN with) (NP (DT the) (NN cash) (S (VP (TO to) (VP (VB finance) (NP (NP (NNP Social) (NNP Security) (POS 's)) (NN cash) (NN deficit)) (PP (IN by) (S (VP (VP (VBG reducing) (NP (DT any) (VBN projected) (NN non-Social) (NNP Security) (NNP surpluses))) (, ,) (VP (VBG borrowing) (PP (IN from) (NP (DT the) (NN public)))) (, ,) (VP (VBG raising) (NP (JJ other) (NNS taxes))) (, ,) (CC or) (VP (VBG reducing) (NP (JJ other) (NN government) (NN spending))))))))))))) (. .)))",The public would generally prefer to see the government reduce its spending in other areas to finance Social Security.,( ( The public ) ( ( ( would generally ) ( prefer ( to ( see ( ( the government ) ( ( reduce ( ( its spending ) ( in ( other areas ) ) ) ) ( to ( finance ( Social Security ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN public)) (VP (MD would) (ADVP (RB generally)) (VP (VB prefer) (S (VP (TO to) (VP (VB see) (S (NP (DT the) (NN government)) (VP (VB reduce) (NP (NP (PRP$ its) (NN spending)) (PP (IN in) (NP (JJ other) (NNS areas)))) (S (VP (TO to) (VP (VB finance) (NP (NNP Social) (NNP Security)))))))))))) (. .))),government,1
