"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .","sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .",0.8431351184844971,0.8431351184844971,0,0,1,1,"Skipped"
"the strength of the film lies in its two central [[performances]] by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .","the strength of the film lies in its two central [[executions]] by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .",0.154338538646698,0.7732380628585815,1,0,1,27,"Successful"
"like the series , the [[movie]] is [[funny]] , [[smart]] , visually [[inventive]] , and most of all , [[alive]] .","like the series , the [[film]] is [[outlandish]] , [[subtle]] , visually [[fanciful]] , and most of all , [[iive]] .",0.05426681041717529,0.5601720213890076,1,0,1,112,"Successful"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.7862792611122131,0.7862792611122131,0,0,1,1,"Skipped"
"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .","you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .",0.8854143619537354,0.8854143619537354,0,0,1,1,"Skipped"
"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned .","sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned .",0.6165614128112793,0.6165614128112793,0,0,1,1,"Skipped"
"time out is as serious as a pink slip . and more than that , it's an [[observant]] , unfussily poetic [[meditation]] about [[identity]] and alienation .","time out is as serious as a pink slip . and more than that , it's an [[circumspect]] , unfussily poetic [[meditated]] about [[tagging]] and alienation .",0.06969559192657471,0.8011506199836731,1,0,1,62,"Successful"
"will assuredly rank as one of the [[cleverest]] , most deceptively amusing comedies of the year .","will assuredly rank as one of the [[dullest]] , most deceptively amusing comedies of the year .",0.07345640659332275,0.6630079746246338,1,0,1,55,"Successful"
"maryam is a small film , but it offers large [[rewards]] .","maryam is a small film , but it offers large [[bounties]] .",0.08721137046813965,0.8685200214385986,1,0,1,51,"Successful"
"a [[highly]] watchable , giggly little [[story]] with a [[sweet]] edge to it .","a [[excessively]] watchable , giggly little [[conte]] with a [[crystallized]] edge to it .",0.053364694118499756,0.8929186463356018,1,0,1,107,"Successful"
"the most consistently [[funny]] of the austin powers films .","the most consistently [[outlandish]] of the austin powers films .",0.06663912534713745,0.780353307723999,1,0,1,21,"Successful"
"ana's [[journey]] is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be [[proud]] of her rubenesque physique . . .","ana's [[trekking]] is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be [[prideful]] of her rubenesque physique . . .",0.11628252267837524,0.5474015474319458,1,0,1,66,"Successful"
"cockettes has the [[glorious]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .","cockettes has the [[leggy]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .",0.0968635082244873,0.7052454948425293,1,0,1,51,"Successful"
"there's something [[poignant]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .","there's something [[depressing]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .",0.05210888385772705,0.5783696174621582,1,0,1,43,"Successful"
"the comedy [[makes]] [[social]] commentary more palatable .","the comedy [[assumes]] [[societal]] commentary more palatable .",0.07505083084106445,0.7444721460342407,1,0,1,59,"Successful"
"an [[ideal]] love story for those intolerant of the more common saccharine genre .","an [[idealistic]] love story for those intolerant of the more common saccharine genre .",0.10345703363418579,0.7366970777511597,1,0,1,22,"Successful"
"one [[funny]] popcorn flick .","one [[outlandish]] popcorn flick .",0.08375608921051025,0.8868850469589233,1,0,1,22,"Successful"
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?",0.8325539827346802,0.8325539827346802,0,0,1,1,"Skipped"
"tully is worth a look for its true-to-life characters , its [[sensitive]] acting , its unadorned view of rural [[life]] and the [[subtle]] direction of first-timer hilary birmingham .","tully is worth a look for its true-to-life characters , its [[troublesome]] acting , its unadorned view of rural [[iive]] and the [[inconspicuous]] direction of first-timer hilary birmingham .",0.054647743701934814,0.5573402643203735,1,0,1,125,"Successful"
"this [[gorgeous]] [[epic]] is guaranteed to [[lift]] the [[spirits]] of the whole family .","this [[grandiose]] [[manas]] is guaranteed to [[deletion]] the [[alcoholic]] of the whole family .",0.05290263891220093,0.8813861608505249,1,0,1,126,"Successful"
"the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .","the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .",0.7357803583145142,0.7357803583145142,0,0,1,1,"Skipped"
"williams [[creates]] a [[stunning]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .","williams [[stirs]] a [[sensational]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .",0.0530126690864563,0.6749671101570129,1,0,1,108,"Successful"
"if you're in the right b-movie frame of mind , it may just scare the pants off you .","if you're in the right b-movie frame of mind , it may just scare the pants off you .",0.8382040858268738,0.8382040858268738,0,0,1,1,"Skipped"
"a [[movie]] of [[riveting]] [[power]] and sadness .","a [[flick]] of [[puzzling]] [[wattage]] and sadness .",0.05151629447937012,0.8522900342941284,1,0,1,111,"Successful"
"both a detective story and a romance spiced with the [[intrigue]] of academic skullduggery and [[politics]] .","both a detective story and a romance spiced with the [[conspiring]] of academic skullduggery and [[policies]] .",0.19081604480743408,0.7328169345855713,1,0,1,27,"Successful"
"quietly [[engaging]] .","quietly [[hiring]] .",0.06005805730819702,0.857803463935852,1,0,1,51,"Successful"
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it [[entertaining]] .","ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it [[distracting]] .",0.2077944278717041,0.8689284324645996,1,0,1,48,"Successful"
"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the [[inimitable]] diaz , holding it all [[together]] .","director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the [[stupendous]] diaz , holding it all [[jointly]] .",0.11647146940231323,0.7021989226341248,1,0,1,41,"Successful"
"spielberg's picture is smarter and subtler than [total recall and blade runner] , although its plot may prove too convoluted for fun-seeking summer audiences .","spielberg's picture is smarter and subtler than [total recall and blade runner] , although its plot may prove too convoluted for fun-seeking summer audiences .",0.8535211086273193,0.8535211086273193,0,0,1,1,"Skipped"
"it's got all the familiar bruckheimer elements , and schumacher [[does]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .","it's got all the familiar bruckheimer elements , and schumacher [[ne]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .",0.11786550283432007,0.5717365145683289,1,0,1,43,"Successful"
"a grittily [[beautiful]] [[film]] that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .","a grittily [[peachy]] [[films]] that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",0.05052906274795532,0.7418052554130554,1,0,1,73,"Successful"
"dense , [[exhilarating]] [[documentary]] .","dense , [[boost]] [[ledgers]] .",0.05278414487838745,0.864425539970398,1,0,1,73,"Successful"
"the production values are of the highest and the performances [[attractive]] without being memorable .","the production values are of the highest and the performances [[tempt]] without being memorable .",0.09237819910049438,0.7991645932197571,1,0,1,50,"Successful"
"a well-rounded [[tribute]] to a man whose [[achievements]] -- and [[complexities]] -- reached far beyond the [[end]] zone .","a well-rounded [[honored]] to a man whose [[headway]] -- and [[complicating]] -- reached far beyond the [[culminates]] zone .",0.05365192890167236,0.5120911598205566,1,0,1,134,"Successful"
